0;1;255;0;255;asdf;0;1;1;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;8;2;8;10;0;4;1;0;MAX;1;3;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;3;0;0;0;0;0;100;100;100;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;2001;2002;-1;-1;2003;-1;-1;2004;-1
1;1;255;0;255;adr;0;1;1;1;0;0;1;1;1;1;1;1;1;-1;-1;-1;-1;20;2;20;13;3;4;1;1;MAX;2;4;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;3;0;50;0;0;0;100;100;100;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;2001;2002;-1;-1;2003;-1;-1;2004;-1
2;1;255;0;255;adr;0;1;1;1;0;0;1;1;1;1;1;1;1;1;-1;-1;-1;20;2;4;13;3;10;1;1;MAX;2;4;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;3;0;50;0;0;0;100;100;100;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;2001;2002;-1;-1;2003;-1;-1;2004;-1
200;0;255;0;255;skelly;0;10;0;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;8;2;6;8;0;3;1;0;DUB;2;3;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;15;1;1;1;100;50;50;5;0;0;0;0;10;0;-1;1,100;4,100,101,102,103;-1;1;0;2510;2511;-1;-1;-1;-1;-1;2512;-1
201;0;255;0;255;skelly2;0;10;1;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;10;1;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
202;0;255;0;255;skelly3;0;10;2;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;10;2;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
203;0;255;0;255;skelly4;0;10;3;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;10;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
204;0;255;0;255;skelly5;0;9;3;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
205;0;255;0;255;skelly6;0;9;15;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;15;-1;1,100;3,100,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
206;0;255;0;255;red_robe;0;5;3;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;15;2;10;10;0;5;1;0;MAX;1;3;8;3;0;0;0;0;0;0;0;0;0;1000;1016;1025;1025;1033;1023;-1;0;0;30;0;3;3;100;50;25;25;0;0;0;0;5;3;-1;1,100;4,100,101,102,103;-1;1;0;4500;-1;-1;-1;-1;-1;-1;-1;-1
