map1_transit.txt
1
7514,0;7514,0;7514,0;7514,0;7514,0;7501,0;7501,0;7505,3;7503,2;7503,3;7501,0;7501,0;7505,3;7502,0;7502,0;7502,0;7502,0;
7514,0;7511,0;7514,0;7514,0;7514,0;7501,0;7501,0;7501,0;7501,0;7504,3;7501,0;7501,0;7501,0;7502,0;7502,0;7502,0;7502,0;
7501,0;7512,2;7512,0;7514,0;7514,0;7514,0;7501,0;7506,1;7501,0;7506,3;7501,0;7501,0;7501,0;7502,0;7502,0;7502,0;7502,0;
7501,0;7501,2;7511,0;7501,0;7501,0;7501,0;7501,0;7504,3;7501,0;7501,0;7501,0;7501,0;7501,0;7502,0;7502,0;7502,0;7502,0;
7503,0;7506,0;7511,0;7501,0;7506,2;7504,0;7504,0;7505,0;7501,0;7501,0;7501,0;7501,0;7505,2;7502,0;7502,0;7502,0;7502,0;
7503,3;7501,0;7511,0;7507,0;7501,0;7501,0;7514,0;7501,0;7501,0;7506,2;7503,0;7503,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7505,0;7512,1;7512,3;7501,0;7501,0;7509,0;7509,0;7509,0;7501,0;7501,0;7505,3;7503,2;7503,2;7502,0;7502,0;7502,0;7502,0;
7501,0;7511,0;7506,2;7506,0;7501,0;7509,0;7509,0;7509,0;7501,0;7501,0;7501,0;7501,0;7514,0;7502,0;7502,0;7502,0;7502,0;
7501,0;7512,2;7511,0;7511,0;7512,0;7508,0;7510,0;7508,0;7501,0;7507,0;7501,0;7514,0;7514,0;7502,0;7502,0;7502,0;7502,0;
7505,1;7501,0;7505,2;7505,1;7512,2;7511,0;7511,0;7501,0;7501,0;7501,0;7501,0;7501,0;7501,0;7502,0;7502,0;7502,0;7502,0;
7503,3;7501,0;7505,3;7502,0;7503,0;7503,0;7503,0;7503,0;7503,0;7503,0;7506,0;7501,0;7505,2;7502,0;7502,0;7502,0;7502,0;
7502,0;7505,1;7501,0;7503,1;7502,0;7503,2;7502,0;7502,0;7502,0;7505,0;7501,0;7505,2;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7503,3;7501,0;7505,3;7505,0;7501,0;7503,1;7502,0;7503,3;7501,0;7506,2;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7503,3;7501,0;7501,0;7501,0;7501,0;7505,3;7502,0;7502,0;7506,0;7501,0;7503,1;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7505,1;7501,0;7501,0;7501,0;7501,0;7505,3;7505,0;7501,0;7501,0;7503,1;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7503,0;7503,0;7505,1;7501,0;7501,0;7501,0;7501,0;7505,2;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;7502,0;
