ANIMATION_IDLE;10000;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;10001;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;2001;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_SLASH;2002;255;0;255;100;100;7;5,5,5,5,5,5,5;3;7
ANIMATION_ATTACK_PIERCE;2003;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;5;6
ANIMATION_DEATH;2004;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_IDLE;2501;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_SLASH;2502;255;0;255;100;100;4;3,3,3,3;-1;-1
ANIMATION_DEATH;2503;255;0;255;100;100;5;3,3,3,3,3;-1;-1
ANIMATION_IDLE;2510;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_SLASH;2511;255;0;255;100;100;4;3,3,3,3;-1;-1
ANIMATION_DEATH;2512;255;0;255;100;100;5;3,3,3,3,3;-1;-1
ANIMATION_IDLE;4500;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7500;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7501;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7502;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7503;255;0;255;100;100;4;5,5,5,5;-1;-1
ANIMATION_IDLE;7504;255;0;255;100;100;4;5,5,5,5;-1;-1
ANIMATION_IDLE;7505;255;0;255;100;100;4;5,5,5,5;-1;-1
ANIMATION_IDLE;7506;255;0;255;100;100;4;5,5,5,5;-1;-1
ANIMATION_IDLE;7507;255;0;255;100;100;4;5,5,5,5;-1;-1
ANIMATION_IDLE;7508;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7509;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7510;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7511;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7512;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7513;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7514;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE_EQUIPT;8500;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_SLASH;8501;255;0;255;100;100;7;5,5,5,5,5,5,5;-1;-1
ANIMATION_DEATH;8502;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_IDLE_EQUIPT;8503;255;0;255;100;100;2;30,30;-1;-1
ANIMATION_ATTACK_SLASH;8504;255;0;255;100;100;7;5,5,5,5,5,5,5;-1;-1
ANIMATION_ATTACK_PIERCE;8505;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;-1;-1
ANIMATION_DEATH;8506;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_IDLE_EQUIPT;8507;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_SLASH;8508;255;0;255;100;100;7;5,5,5,5,5,5,5;-1;-1
ANIMATION_ATTACK_PIERCE;8509;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;-1;-1
ANIMATION_DEATH;8510;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_IDLE;8511;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8512;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8513;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE_EQUIPT;8514;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_PIERCE;8515;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;-1;-1
ANIMATION_DEATH;8516;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_IDLE_EQUIPT;8517;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_SLASH;8518;255;0;255;100;100;7;5,5,5,5,5,5,5;-1;-1
ANIMATION_ATTACK_PIERCE;8519;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;-1;-1
ANIMATION_DEATH;8520;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_IDLE;8521;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8522;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8523;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8524;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8525;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;1508;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;10002;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8526;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;5500;255;0;255;112;112;4;30,5,5,5;-1;-1
ANIMATION_IDLE;7515;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7516;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;7517;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_IDLE;6000;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_FINAL;6001;255;0;255;100;100;10;4,4,4,4,4,4,4,4,4,4;-1;-1
ANIMATION_IDLE;8527;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_IDLE;6002;255;0;255;100;100;12;25,4,4,4,4,4,4,4,4,4,4,4;-1;-1
ANIMATION_IDLE;8528;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;8529;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_IDLE;6003;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_1;6004;255;0;255;100;100;5;4,4,4,4,4;-1;-1
ANIMATION_INTERACTABLE_ACTION_FINAL;6005;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_IDLE;6006;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_FINAL;6007;255;0;255;100;100;6;4,4,4,4,4,4;-1;-1
ANIMATION_IDLE;2513;255;0;255;100;100;2;10,10;-1;-1
ANIMATION_ATTACK_SLASH;2514;255;0;255;100;100;6;5,5,5,10,5,5;-1;-1
ANIMATION_DEATH;2515;255;0;255;100;100;10;5,5,5,5,10,3,3,2,2,10;-1;-1
ANIMATION_INTERACTABLE_ACTION_2;6008;255;0;255;100;100;11;3,3,3,6,3,3,3,3,3,3,6;-1;-1
ANIMATION_INTERACTABLE_IDLE;6009;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_IDLE;6010;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_IDLE;6011;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_IDLE;6012;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_FINAL;6013;255;0;255;100;100;16;3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3;-1;-1
ANIMATION_INTERACTABLE_IDLE;6014;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_1;6015;255;0;255;100;100;5;3,3,3,3;-1;-1
ANIMATION_INTERACTABLE_ACTION_FINAL;6016;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_2;6017;255;0;255;100;100;5;3,3,3,3;-1;-1
ANIMATION_INTERACTABLE_ACTION_1;6018;255;0;255;100;100;16;3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3;-1;-1
ANIMATION_INTERACTABLE_ACTION_1;6019;255;0;255;100;100;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_FINAL;6020;255;0;255;100;100;13;3,3,3,3,3,3,3,3,3,3,3,3,3,3;-1;-1
ANIMATION_IDLE;10004;255;0;255;25;25;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_1;10005;255;0;255;25;25;6;3,3,3,3,3,3;-1;-1
ANIMATION_IDLE;10006;255;0;255;15;15;1;200;-1;-1
ANIMATION_INTERACTABLE_ACTION_1;10007;255;0;255;15;15;6;3,3,3,3,3,3;-1;-1
ANIMATION_IDLE;10008;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;10009;255;0;255;100;100;1;200;-1;-1
ANIMATION_IDLE;2005;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_IDLE;2006;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_IDLE;2007;255;0;255;100;100;2;5,5;-1;-1
ANIMATION_ATTACK_SLASH;2008;255;0;255;100;100;7;5,5,5,5,5,5,5;3;7
ANIMATION_ATTACK_PIERCE;2009;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;5;6
ANIMATION_DEATH;2010;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_ATTACK_SLASH;2011;255;0;255;100;100;7;5,5,5,5,5,5,5;3;7
ANIMATION_ATTACK_PIERCE;2012;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;5;6
ANIMATION_DEATH;2013;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_ATTACK_SLASH;2014;255;0;255;100;100;7;5,5,5,5,5,5,5;3;7
ANIMATION_ATTACK_PIERCE;2015;255;0;255;100;100;9;5,5,5,5,5,10,5,5,5;5;6
ANIMATION_DEATH;2016;255;0;255;100;100;13;10,10,10,10,10,10,10,10,10,10,10,10,100;-1;-1
ANIMATION_INTERACTABLE_ACTION_1;6021;255;0;255;100;100;8;5,5,5,5,5,5,5,5;-1;-1
