map3_transit.txt
3
7514,0;7514,0;7514,0;7514,0;7514,0;7501,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;
7514,0;7514,0;7514,0;7514,0;7501,0;7501,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;
7514,0;7514,0;7501,0;7501,0;7501,0;7505,2;7503,0;7503,0;7505,1;7514,0;7514,0;7514,0;7514,0;
7514,0;7512,1;7511,3;7511,3;7512,0;7505,3;7503,2;7503,2;7505,0;7514,0;7514,0;7514,0;7514,0;
7514,0;7511,0;7514,0;7501,0;7512,2;7511,0;7511,0;7511,0;7511,0;7511,0;7512,0;7514,0;7514,0;
7514,0;7511,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7511,0;7514,0;7514,0;
7514,0;7511,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7511,0;7514,0;7514,0;
7514,0;7511,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7511,0;7514,0;7514,0;
7514,0;7511,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7509,0;7511,0;7514,0;7514,0;
7514,0;7511,0;7508,0;7508,0;7508,0;7508,0;7510,0;7508,0;7508,0;7508,0;7511,0;7514,0;7514,0;
7514,0;7511,0;7511,0;7511,0;7511,0;7511,0;7511,0;7511,0;7511,0;7511,0;7511,0;7514,0;7514,0;
7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7511,0;7514,0;7514,0;7514,0;7514,0;7514,0;
