dummy.txt
0
7509,0;7508,0;7509,0;7500,0;7500,0;7500,0;7500,0;7500,0;7509,0;7508,0;7508,0;7508,0;7508,0;7508,0;7509,0;
7509,0;7516,0;7509,0;7500,0;7500,0;7500,0;7500,0;7500,0;7509,0;7517,0;7517,0;7517,0;7517,0;7517,0;7509,0;
7509,0;7517,0;7508,0;7508,0;7508,0;7508,0;7508,0;7508,0;7508,0;7517,0;7517,0;7517,0;7517,0;7517,0;7509,0;
7509,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7517,0;7509,0;
7508,0;7508,0;7508,0;7509,0;7508,0;7517,0;7508,0;7509,0;7508,0;7509,0;7517,0;7517,0;7517,0;7517,0;7509,0;
7500,0;7500,0;7500,0;7509,0;7517,0;7517,0;7517,0;7509,0;7500,0;7508,0;7508,0;7508,0;7508,0;7508,0;7508,0;
7500,0;7500,0;7500,0;7509,0;7517,0;7517,0;7517,0;7509,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;
7500,0;7500,0;7500,0;7509,0;7517,0;7517,0;7517,0;7509,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;
7500,0;7500,0;7500,0;7509,0;7517,0;7515,0;7517,0;7509,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;
7500,0;7500,0;7500,0;7508,0;7508,0;7508,0;7508,0;7508,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;7500,0;
