dummy.txt
0
7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7501,0;7501,0;
7514,0;7514,0;7512,1;7512,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7501,0;7501,0;
7514,0;7512,1;7512,3;7512,2;7512,0;7514,0;7514,0;7514,0;7514,0;7501,0;7501,0;7505,2;
7512,1;7512,3;7510,0;7508,0;7512,2;7512,0;7514,0;7514,0;7501,0;7501,0;7505,2;7502,0;
7512,2;7511,0;7512,0;7512,1;7511,0;7512,3;7514,0;7514,0;7514,0;7501,0;7503,1;7502,0;
7514,0;7514,0;7512,2;7512,3;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7503,1;7502,0;
7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7501,0;7503,1;7502,0;
7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7514,0;7501,0;7501,0;7503,1;7503,3;
7514,0;7514,0;7514,0;7501,0;7514,0;7514,0;7514,0;7514,0;7501,0;7501,0;7505,3;7503,3;
7501,0;7514,0;7501,0;7501,0;7514,0;7514,0;7514,0;7501,0;7514,0;7501,0;7501,0;7504,1;
7501,0;7501,0;7501,0;7501,0;7501,0;7501,0;7501,0;7501,0;7501,0;7501,0;7501,0;7504,1;
7503,0;7503,0;7503,0;7503,0;7503,0;7503,0;7503,0;7503,0;7503,0;7503,0;7503,0;7502,0;
